eval_accuracy,eval_f1,eval_precision,eval_recall,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,model_save_path,train_f1,overfit_score
0.8069216757741348,0.8056057337839961,0.8070139867026735,0.8069216757741348,0.4342387020587921,0.7593,723.049,90.875,1,./round2-epoch-1/checkpoint-183,0.9097589830674199,0.10415324928342373
0.8233151183970856,0.8234746792787223,0.8236757650044967,0.8233151183970856,0.5994497537612915,0.829,662.245,83.233,2,./round2-epoch-2/checkpoint-388,0.9739982889180778,0.15052360963935552
0.7887067395264117,0.7883922157502098,0.7882707225225876,0.7887067395264117,0.8664918541908264,0.7632,719.384,90.414,3,./round2-epoch-3/checkpoint-582,0.994986272162218,0.20659405641200823
0.7777777777777778,0.776709079299318,0.7770404335492729,0.7777777777777778,1.0274529457092285,0.7642,718.378,90.288,4,./round2-epoch-4/checkpoint-776,0.9963522606610782,0.2196431813617602
