Experiment,Train_Loss,Val_Loss,Test_Loss
기술 지표만,5.91116794794616,7.414607271515742,3.431579641470822
감성 지수만,5.305489544648681,7.080155677766335,6.177895092746106
전체 결합,5.485425503517391,4.155448832599128,4.246055829434133
