Date,Open,High,Low,Close,Volume,RSI,SMA_5,SMA_20,EMA,MACD,Signal,Stochastic RSI_fastk,Stochastic RSI_fastd,Stochastic Oscillator Index_slowk,Stochastic Oscillator Index_slowd,WilliamR,Momentum,ROC
2022-01-03,139500,140500,138000,139500,534878,,,,,,,,,,,,,
2022-01-04,143000,145000,140000,142000,1419997,,,,,,,,,,,,,
2022-01-05,142000,142000,137500,138500,965541,,,,,,,,,,,,,
2022-01-06,136000,139000,134500,135000,1038777,,,,,,,,,,,,,
2022-01-07,136500,138000,135000,137500,808243,,138500.0,,,,,,,,,,,
2022-01-10,135500,136000,129000,130000,1784965,,136600.0,,,,,,,,,,,
2022-01-11,129500,131500,127500,130500,985952,,134300.0,,,,,,,,,,,
2022-01-12,131500,138500,131000,137000,1757579,,134000.0,,,,,,,,,,,
2022-01-13,139000,150000,139000,145500,5019347,,136100.0,,,,,,,,,,,
2022-01-14,145500,150500,143500,146000,2850564,,137800.0,,138150.0,,,,,,,,,
2022-01-17,145000,145500,139500,140500,1727769,,139900.0,,138577.27272727274,,,,,,,,1000.0,0.7168458781362075
2022-01-18,140500,142000,137500,138000,1340867,,141400.0,,138472.31404958677,,,,,,,,-4000.0,-2.8169014084507005
2022-01-19,136000,139500,135500,137000,1329933,,141400.0,,138204.62058602553,,,,,,,,-1500.0,-1.0830324909747335
2022-01-20,137500,140000,136000,140000,1103779,,140300.0,,138531.05320674815,,,,,,,-45.65217391304348,5000.0,3.703703703703698
2022-01-21,137500,138000,131000,133500,1954318,44.44444444444445,137800.0,,137616.31626006667,,,,,,,-73.91304347826087,-4000.0,-2.9090909090909056
2022-01-24,132000,136000,130000,134000,1502530,44.99294781382229,136500.0,,136958.80421278183,,,,,,,-71.73913043478261,4000.0,3.076923076923066
2022-01-25,134500,135500,130000,131000,1448593,42.29474757776645,135100.0,,135875.3852650033,,,,,,,-84.78260869565217,500.0,0.3831417624521105
2022-01-26,131500,132500,128500,129000,988127,40.54891578226893,133500.0,,134625.3152168209,,,,,16.666666666666668,25.362318840579714,-93.47826086956522,-8000.0,-5.839416058394164
2022-01-27,129500,130500,122500,124000,1588541,36.49332532834428,130300.0,,132693.43972285345,,,,,9.03209109730849,16.29572118702554,-94.64285714285714,-21500.0,-14.7766323024055
2022-01-28,125000,127500,124000,127500,1048524,40.945865801495444,129100.0,135800.0,131749.17795506192,,,,,9.912008281573499,11.870255348516219,-82.14285714285714,-18500.0,-12.671232876712324
2022-02-03,130000,130500,126000,126000,1236485,39.66242550601402,127500.0,135125.0,130703.8728723234,,,54.626263033782536,35.67047291212872,11.904761904761905,10.282953761214632,-87.5,-14500.0,-10.320284697508896
2022-02-04,126000,128000,125000,128000,715127,42.26113237280672,126900.0,134425.0,130212.25962281004,,,100.0,69.00380624546206,16.666666666666668,12.827812284334025,-80.35714285714286,-10000.0,-7.246376811594201
2022-02-07,127500,127500,124000,125000,907137,39.512125764154,126100.0,133750.0,129264.5760550264,,,52.33879033293967,68.98835112224074,13.69047619047619,14.087301587301589,-91.07142857142857,-12000.0,-8.75912408759124
2022-02-08,125000,126500,123500,124000,635927,38.61054626258662,126100.0,133200.0,128307.38040865796,,,0.0,50.77959677764657,11.697722567287784,14.018288474810214,-93.47826086956522,-16000.0,-11.428571428571432
2022-02-09,126000,129000,125500,129000,1151000,45.32784294581451,126400.0,132775.0,128433.31124344742,,,100.0,50.77959677764657,16.261214630779847,13.883137796181273,-66.66666666666667,-4500.0,-3.3707865168539297
2022-02-10,131000,131500,126000,128500,1304496,44.79992943782357,126900.0,132700.0,128445.43647191153,,,92.14098270649471,64.04699423549825,24.7135955831608,17.55751092707614,-65.71428571428571,-5500.0,-4.104477611940293
2022-02-11,126500,128500,126000,126500,640135,42.6597006538692,126600.0,132500.0,128091.7207497458,,,60.27952288295872,84.14016852981783,30.15873015873016,23.711180124223603,-77.14285714285714,-4500.0,-3.435114503816794
2022-02-14,124000,126000,121500,123000,982772,39.1361263055069,126200.0,131800.0,127165.9533407011,,,7.824279136465398,53.414928241972966,22.07792207792208,25.650082606604347,-90.9090909090909,-6000.0,-4.651162790697672
2022-02-15,123500,124500,120500,122000,828330,38.16615108390117,125800.0,130625.0,126226.68909693726,,,0.0,22.70126733980806,13.875157100963554,22.037269779205264,-90.3225806451613,-2000.0,-1.6129032258064502
