Date,Open,High,Low,Close,Volume,Change
2022-04-04,74000,74200,73500,73700,708434,-0.00673854447
2022-04-05,73600,74000,73000,73800,560715,0.0013568521
2022-04-06,73100,77000,72800,76400,2859709,0.0352303523
2022-04-07,75500,76700,75500,75900,1757029,-0.00654450262
2022-04-08,75700,76400,74700,74900,1135251,-0.0131752306
2022-04-11,75200,78000,74600,77500,2501703,0.0347129506
2022-04-12,76900,77900,76800,76800,1563310,-0.00903225806
2022-04-13,76800,78300,76800,77900,1148043,0.0143229167
2022-04-14,77700,78300,76800,76800,1279416,-0.0141206675
2022-04-15,76600,77400,76100,76700,731037,-0.00130208333
2022-04-18,76300,78300,76200,78200,756353,0.0195567145
2022-04-19,78300,78800,77700,78100,788093,-0.00127877238
2022-04-20,78800,80600,78500,80100,2398505,0.0256081946
2022-04-21,80200,81500,79700,79900,1634019,-0.0024968789
2022-04-22,79400,80700,79200,79800,1246889,-0.00125156446
2022-04-25,78700,80900,78000,79600,1920943,-0.00250626566
2022-04-26,81900,84100,81700,83500,4533506,0.0489949749
2022-04-27,82400,83800,82100,83300,2031855,-0.00239520958
2022-04-28,84200,84300,83100,83700,1382712,0.00480192077
2022-04-29,83500,83900,82700,83800,1207682,0.00119474313
2022-05-02,83500,84900,83400,84400,1086745,0.00715990453
2022-05-03,83800,84000,83000,83500,979717,-0.0106635071
2022-05-04,82800,83600,82800,83500,863770,0
2022-05-06,83200,84300,82900,83900,1370938,0.00479041916
2022-05-09,83300,83900,81900,82600,935383,-0.0154946365
2022-05-10,82300,84400,81800,84100,1718566,0.0181598063
2022-05-11,83900,86600,83100,86100,2547434,0.0237812128
2022-05-12,86100,86600,85200,86300,1959270,0.00232288037
2022-05-13,86200,87300,86000,86300,1718335,0
2022-05-16,87000,87000,84700,85200,1445964,-0.0127462341
2022-05-17,85700,85900,84700,85200,1184480,0
2022-05-18,85500,85700,83900,84500,1529946,-0.00821596244
2022-05-19,83100,83400,82100,82100,1297520,-0.0284023669
2022-05-20,82700,84300,82600,83900,979637,0.0219244823
2022-05-23,85000,85000,82800,84200,750733,0.00357568534
2022-05-24,84400,84800,83200,83300,680977,-0.0106888361
2022-05-25,83700,83800,82600,82600,835944,-0.00840336134
2022-05-26,83000,83800,82000,82400,1047356,-0.00242130751
2022-05-27,82900,83800,82200,82900,1039995,0.00606796117
2022-05-30,83700,84000,82700,83600,789515,0.00844390832
2022-05-31,83800,85700,83600,85700,2198507,0.0251196172
2022-06-02,84100,85000,84000,85000,1354899,-0.008168028
2022-06-03,85100,85600,82500,83500,1255605,-0.0176470588
2022-06-07,83500,83900,82500,83000,872946,-0.00598802395
2022-06-08,83000,83600,81400,81800,1490956,-0.0144578313
2022-06-09,81400,82200,80300,82200,1717654,0.00488997555
2022-06-10,81000,82800,80500,82400,1124577,0.00243309002
2022-06-13,80900,81400,78700,79200,1475605,-0.0388349515
2022-06-14,77900,79000,77200,78000,1474598,-0.0151515152
2022-06-15,78100,80500,78000,78100,1553995,0.00128205128
2022-06-16,79200,79700,77200,77200,1265972,-0.0115236876
2022-06-17,74700,76600,74200,76100,1738668,-0.0142487047
2022-06-20,76900,76900,74500,75500,756170,-0.00788436268
2022-06-21,76100,77700,75000,77300,965857,0.0238410596
2022-06-22,77900,77900,76300,76400,976273,-0.0116429495
2022-06-23,76600,78200,76400,77200,1421036,0.0104712042
2022-06-24,76800,77700,75700,77500,1393958,0.00388601036
2022-06-27,77900,81500,77700,80900,1674410,0.0438709677
2022-06-28,81000,83200,80800,81900,1318216,0.0123609394
2022-06-29,77900,79500,76000,76900,3706637,-0.0610500611
2022-06-30,76900,79900,76900,77300,2359713,0.00520156047
2022-07-01,78500,79000,77700,78000,1008059,0.00905562743
2022-07-04,78500,79400,76800,78500,1209482,0.00641025641
2022-07-05,78700,79200,76600,78400,1012601,-0.00127388535
2022-07-06,77700,78000,75400,75400,1447986,-0.0382653061
2022-07-07,75900,76400,74600,75700,1440566,0.00397877984
2022-07-08,76600,77800,76100,76800,1079764,0.0145310436
2022-07-11,78300,79700,77900,78000,1256309,0.015625
