Date,Open,High,Low,Close,Volume,Change
2022-02-25,74800,74900,73300,73800,1455219,0.00544959128
2022-02-28,72300,73800,71500,73800,2079712,0
2022-03-02,72800,73200,72000,72100,2278836,-0.0230352304
2022-03-03,73300,74200,72800,73800,2118453,0.0235783634
2022-03-04,73500,73800,72800,73100,1000955,-0.00948509485
2022-03-07,71900,72000,70500,71100,1645780,-0.0273597811
2022-03-08,69000,70800,68900,69600,2039889,-0.0210970464
2022-03-10,70700,71100,70200,70700,2006115,0.0158045977
2022-03-11,70200,70400,69500,70000,1772044,-0.0099009901
2022-03-14,69500,69800,68300,68800,1627411,-0.0171428571
2022-03-15,68400,69900,68100,69200,1136058,0.00581395349
2022-03-16,70400,72100,69800,72100,1661437,0.0419075145
2022-03-17,72900,73300,72200,72400,1553721,0.00416088766
2022-03-18,72500,72600,71700,72000,1414173,-0.00552486188
2022-03-21,72000,72200,70400,70500,1346882,-0.0208333333
2022-03-22,70200,71400,70200,71300,1225597,0.0113475177
2022-03-23,71300,72900,71300,71800,1537880,0.00701262272
2022-03-24,71000,72100,70900,72100,950805,0.00417827298
2022-03-25,72400,72400,71500,71600,800304,-0.00693481276
2022-03-28,71000,71700,70600,71400,914926,-0.00279329609
2022-03-29,71900,72600,71500,71800,976807,0.0056022409
2022-03-30,72900,74300,72900,73700,1715958,0.0264623955
2022-03-31,73300,74000,72700,74000,1058727,0.00407055631
2022-04-01,73300,74200,72700,74200,1152881,0.0027027027
